0;0;1;0.019;0.100;-7.29;
0;1;1;0.007;0.100;-11.45;
0;2;1;0.007;0.100;-11.53;
0;3;1;0.007;0.100;-11.73;
0;4;1;0.008;0.100;-10.74;
1;0;1;0.009;0.100;-10.25;
1;1;1;0.011;0.100;-9.75;
1;2;1;0.010;0.100;-10.11;
1;3;1;0.010;0.100;-10.15;
1;4;1;0.010;0.100;-9.83;
2;0;1;0.008;0.100;-11.05;
2;1;1;0.007;0.100;-11.35;
2;2;1;0.008;0.100;-10.74;
2;3;1;0.008;0.100;-11.06;
2;4;1;0.009;0.100;-10.50;
3;0;1;0.008;0.100;-10.85;
3;1;1;0.009;0.100;-10.23;
3;2;1;0.008;0.100;-10.84;
3;3;1;0.010;0.100;-10.17;
0;5;30;0.009;0.003;4.18;
3;4;1;0.008;0.100;-11.00;
1;5;30;0.008;0.003;3.96;
4;0;1;0.009;0.100;-10.65;
4;1;1;0.009;0.100;-10.41;
4;2;1;0.008;0.100;-10.71;
4;3;1;0.010;0.100;-9.98;
4;4;1;0.008;0.100;-10.93;
2;5;30;0.008;0.003;4.03;
5;0;1;0.010;0.100;-10.14;
5;1;1;0.011;0.100;-9.70;
5;2;1;0.009;0.100;-10.43;
5;3;1;0.012;0.100;-9.11;
5;4;1;0.009;0.100;-10.36;
0;6;30;0.009;0.003;4.22;
3;5;30;0.009;0.003;4.15;
6;0;1;0.009;0.100;-10.31;
6;1;1;0.008;0.100;-10.93;
6;2;1;0.010;0.100;-10.06;
6;3;1;0.014;0.100;-8.68;
6;4;1;0.016;0.100;-7.87;
1;6;30;0.010;0.003;4.56;
7;0;1;0.011;0.100;-9.67;
7;1;1;0.014;0.100;-8.58;
7;2;1;0.010;0.100;-9.80;
7;3;1;0.013;0.100;-8.87;
4;5;30;0.010;0.003;4.92;
7;4;1;0.010;0.100;-10.02;
8;0;1;0.011;0.100;-9.70;
8;1;1;0.010;0.100;-9.94;
2;6;30;0.011;0.003;5.22;
8;2;1;0.024;0.100;-6.26;
8;3;1;0.015;0.100;-8.30;
8;4;1;0.016;0.100;-8.08;
9;0;1;0.011;0.100;-9.78;
9;1;1;0.014;0.100;-8.60;
5;5;30;0.013;0.003;5.86;
9;2;1;0.017;0.100;-7.68;
0;7;30;0.012;0.003;5.38;
9;3;1;0.014;0.100;-8.46;
9;4;1;0.018;0.100;-7.35;
3;6;30;0.013;0.003;5.86;
10;0;1;0.011;0.100;-9.41;
10;1;1;0.015;0.100;-8.33;
10;2;1;0.020;0.100;-7.03;
6;5;30;0.014;0.003;6.08;
10;3;1;0.019;0.100;-7.17;
10;4;1;0.015;0.100;-8.18;
1;7;30;0.015;0.003;6.49;
11;0;1;0.024;0.100;-6.18;
11;1;1;0.019;0.100;-7.24;
11;2;1;0.021;0.100;-6.68;
11;3;1;0.025;0.100;-5.99;
11;4;1;0.018;0.100;-7.47;
12;0;1;0.023;0.100;-6.31;
7;5;30;0.016;0.003;6.79;
12;1;1;0.022;0.100;-6.53;
12;2;1;0.013;0.100;-8.77;
12;3;1;0.015;0.100;-8.12;
4;6;30;0.018;0.003;7.28;
2;7;30;0.015;0.003;6.67;
12;4;1;0.011;0.100;-9.72;
13;0;1;0.015;0.100;-8.25;
13;1;1;0.029;0.100;-5.32;
13;2;1;0.034;0.100;-4.63;
8;5;30;0.018;0.003;7.27;
13;3;1;0.021;0.100;-6.88;
14;0;1;0.010;0.100;-9.89;
13;4;1;0.029;0.100;-5.31;
0;8;30;0.017;0.003;6.97;
14;1;1;0.023;0.100;-6.41;
14;2;1;0.016;0.100;-8.00;
14;3;1;0.023;0.100;-6.29;
5;6;30;0.019;0.003;7.53;
14;4;1;0.020;0.100;-7.07;
3;7;30;0.018;0.003;7.42;
15;0;1;0.022;0.100;-6.52;
15;1;1;0.031;0.100;-5.03;
9;5;30;0.020;0.003;7.82;
15;2;1;0.018;0.100;-7.41;
15;3;1;0.029;0.100;-5.35;
15;4;1;0.029;0.100;-5.31;
16;0;1;0.037;0.100;-4.27;
16;1;1;0.019;0.100;-7.26;
10;5;30;0.020;0.003;7.80;
16;2;1;0.018;0.100;-7.47;
16;3;1;0.021;0.100;-6.69;
6;6;30;0.022;0.003;8.18;
16;4;1;0.018;0.100;-7.50;
17;0;1;0.025;0.100;-5.99;
1;8;30;0.021;0.003;7.99;
17;1;1;0.029;0.100;-5.44;
17;2;1;0.032;0.100;-4.98;
17;3;1;0.023;0.100;-6.42;
17;4;1;0.022;0.100;-6.53;
18;0;1;0.045;0.100;-3.45;
11;5;30;0.023;0.003;8.43;
18;1;1;0.026;0.100;-5.85;
18;2;1;0.029;0.100;-5.34;
4;7;30;0.022;0.003;8.16;
18;3;1;0.022;0.100;-6.51;
19;0;1;0.022;0.100;-6.49;
2;8;30;0.023;0.003;8.37;
18;4;1;0.025;0.100;-6.08;
7;6;30;0.025;0.003;8.81;
19;1;1;0.028;0.100;-5.56;
19;2;1;0.037;0.100;-4.32;
12;5;30;0.026;0.003;8.84;
19;3;1;0.024;0.100;-6.17;
19;4;1;0.033;0.100;-4.87;
20;0;1;0.055;0.100;-2.57;
20;1;1;0.029;0.100;-5.42;
8;6;30;0.025;0.003;8.70;
20;2;1;0.038;0.100;-4.16;
21;0;1;0.055;0.100;-2.56;
20;3;1;0.040;0.100;-3.97;
21;1;1;0.035;0.100;-4.56;
20;4;1;0.030;0.100;-5.28;
21;2;1;0.023;0.100;-6.32;
13;5;30;0.028;0.003;9.23;
22;0;1;0.027;0.100;-5.68;
0;9;30;0.029;0.003;9.44;
22;1;1;0.038;0.100;-4.22;
