0;0;1;0.118;0.100;0.70;
1;0;1;0.018;0.100;-7.34;
1;1;1;0.007;0.100;-11.54;
0;1;1;0.007;0.100;-11.27;
0;2;1;0.007;0.100;-11.80;
1;2;1;0.007;0.100;-11.56;
1;3;1;0.007;0.100;-11.69;
0;3;1;0.007;0.100;-11.41;
1;4;1;0.008;0.100;-10.86;
0;4;1;0.008;0.100;-11.12;
0;5;3;0.008;0.033;-6.14;
1;5;3;0.008;0.033;-6.03;
2;0;1;0.009;0.100;-10.53;
2;1;1;0.010;0.100;-10.22;
2;2;1;0.008;0.100;-10.87;
0;6;3;0.009;0.033;-5.58;
1;6;3;0.009;0.033;-5.59;
2;3;1;0.010;0.100;-10.19;
2;4;1;0.008;0.100;-11.05;
1;7;3;0.008;0.033;-6.21;
0;7;3;0.008;0.033;-6.04;
2;5;3;0.008;0.033;-6.07;
1;8;3;0.008;0.033;-6.01;
0;8;3;0.008;0.033;-5.98;
2;6;3;0.008;0.033;-5.97;
3;0;1;0.008;0.100;-10.88;
1;9;3;0.008;0.033;-6.11;
0;9;3;0.008;0.033;-6.21;
3;1;1;0.007;0.100;-11.53;
2;7;3;0.008;0.033;-6.35;
3;2;1;0.007;0.100;-11.54;
3;3;1;0.009;0.100;-10.62;
3;4;1;0.009;0.100;-10.37;
2;8;3;0.008;0.033;-6.01;
3;5;3;0.009;0.033;-5.64;
2;9;3;0.009;0.033;-5.65;
3;6;3;0.011;0.033;-4.91;
4;0;1;0.010;0.100;-10.17;
4;1;1;0.010;0.100;-10.18;
3;7;3;0.009;0.033;-5.72;
4;2;1;0.008;0.100;-11.04;
4;3;1;0.008;0.100;-10.88;
4;4;1;0.012;0.100;-9.14;
3;8;3;0.010;0.033;-5.26;
4;5;3;0.009;0.033;-5.65;
3;9;3;0.009;0.033;-5.66;
4;6;3;0.009;0.033;-5.52;
5;0;1;0.009;0.100;-10.70;
5;1;1;0.010;0.100;-10.00;
5;2;1;0.008;0.100;-11.19;
4;7;3;0.008;0.033;-6.09;
5;3;1;0.008;0.100;-11.10;
5;4;1;0.011;0.100;-9.70;
4;8;3;0.009;0.033;-5.59;
5;5;3;0.009;0.033;-5.54;
4;9;3;0.009;0.033;-5.54;
5;6;3;0.011;0.033;-4.68;
6;0;1;0.010;0.100;-9.91;
6;1;1;0.010;0.100;-10.03;
6;2;1;0.008;0.100;-11.01;
5;7;3;0.009;0.033;-5.56;
6;3;1;0.007;0.100;-11.36;
6;4;1;0.009;0.100;-10.66;
5;8;3;0.011;0.033;-4.88;
6;5;3;0.011;0.033;-4.71;
5;9;3;0.009;0.033;-5.50;
6;6;3;0.009;0.033;-5.84;
7;0;1;0.008;0.100;-10.72;
7;1;1;0.008;0.100;-10.73;
7;2;1;0.007;0.100;-11.43;
6;7;3;0.008;0.033;-6.11;
7;3;1;0.007;0.100;-11.40;
7;4;1;0.008;0.100;-10.89;
6;8;3;0.009;0.033;-5.93;
7;5;3;0.008;0.033;-6.10;
6;9;3;0.008;0.033;-5.99;
7;6;3;0.009;0.033;-5.92;
8;0;1;0.011;0.100;-9.64;
8;1;1;0.008;0.100;-11.00;
7;7;3;0.010;0.033;-5.40;
8;2;1;0.008;0.100;-10.76;
8;3;1;0.008;0.100;-11.01;
7;8;3;0.008;0.033;-6.14;
8;4;1;0.008;0.100;-11.00;
7;9;3;0.010;0.033;-5.42;
8;5;3;0.010;0.033;-5.44;
8;6;3;0.010;0.033;-5.02;
9;0;1;0.009;0.100;-10.64;
9;1;1;0.007;0.100;-11.41;
9;2;1;0.007;0.100;-11.67;
8;7;3;0.007;0.033;-6.48;
9;3;1;0.008;0.100;-11.01;
9;4;1;0.008;0.100;-10.92;
8;8;3;0.008;0.033;-6.02;
9;5;3;0.009;0.033;-5.85;
8;9;3;0.009;0.033;-5.69;
9;6;3;0.010;0.033;-5.23;
10;0;1;0.011;0.100;-9.76;
10;1;1;0.009;0.100;-10.58;
9;7;3;0.010;0.033;-5.32;
10;2;1;0.010;0.100;-10.18;
10;3;1;0.008;0.100;-10.83;
10;4;1;0.009;0.100;-10.63;
9;8;3;0.008;0.033;-5.95;
10;5;3;0.008;0.033;-6.33;
9;9;3;0.008;0.033;-6.30;
10;6;3;0.009;0.033;-5.65;
11;0;1;0.009;0.100;-10.51;
11;1;1;0.009;0.100;-10.34;
10;7;3;0.009;0.033;-5.65;
11;2;1;0.010;0.100;-10.06;
11;3;1;0.009;0.100;-10.34;
11;4;1;0.007;0.100;-11.31;
10;8;3;0.008;0.033;-6.21;
11;5;3;0.008;0.033;-6.26;
10;9;3;0.008;0.033;-6.39;
11;6;3;0.008;0.033;-6.07;
12;0;1;0.011;0.100;-9.63;
12;1;1;0.009;0.100;-10.49;
11;7;3;0.010;0.033;-5.28;
12;2;1;0.008;0.100;-11.20;
12;3;1;0.009;0.100;-10.70;
12;4;1;0.008;0.100;-10.93;
11;8;3;0.008;0.033;-5.96;
12;5;3;0.009;0.033;-5.66;
11;9;3;0.009;0.033;-5.80;
12;6;3;0.010;0.033;-5.32;
13;0;1;0.010;0.100;-9.81;
13;1;1;0.010;0.100;-10.22;
13;2;1;0.008;0.100;-10.97;
12;7;3;0.009;0.033;-5.76;
13;3;1;0.010;0.100;-9.86;
13;4;1;0.011;0.100;-9.69;
12;8;3;0.010;0.033;-5.02;
13;5;3;0.011;0.033;-4.98;
12;9;3;0.010;0.033;-5.25;
13;6;3;0.010;0.033;-5.28;
14;0;1;0.011;0.100;-9.49;
14;1;1;0.008;0.100;-11.24;
